t_IMU,f_X,f_Y,f_Z,w_X,w_Y,w_Z
0.17750000,0.00061677,0.04916011,9.83483059,-0.00782635,0.01560107,0.00490852
0.18000000,0.08265524,-0.00399652,9.84713725,-0.01476282,0.00214653,-0.00141428
0.18250000,0.05709172,0.08200999,9.88507052,0.00462769,0.00576817,-0.00388764
0.18500000,0.00326804,-0.00693211,9.77887102,0.00549234,-0.00144433,0.01630556
0.18750000,-0.01460532,0.00268163,9.81334237,0.01840317,-0.00100408,-0.00176986
0.19000000,-0.08415581,-0.00118963,9.83542278,-0.00097134,0.00320192,0.00255179
0.19250000,-0.05335295,-0.00767090,9.86797643,-0.00178449,-0.00010726,-0.01463101
0.19500000,-0.11251618,0.06249311,9.75468633,-0.00448440,0.01029790,0.01018823
0.19750000,0.09504443,0.03240915,9.82793695,0.00810726,0.00732119,-0.01296781
0.20000000,-0.11848005,-0.00184354,9.83531791,-0.00561062,0.00012809,-0.00073640
0.20250000,-0.08238944,0.04313980,9.85724174,-0.00127915,0.01499447,-0.01040931
0.20500000,0.05998818,0.04429568,9.89019400,-0.00693948,-0.00416476,0.00042383
0.20750000,0.04323378,0.04321342,9.83011755,-0.00455075,-0.00361348,-0.01381971
0.21000000,0.00452538,0.04981111,9.72049956,0.00704875,0.01137707,0.01111450
0.21250000,-0.01051511,-0.07575857,9.80207363,-0.00811660,-0.00045660,0.01326655
0.21500000,0.02254205,-0.02661138,9.82912428,-0.00086081,-0.00181777,0.00307995
0.21750000,0.02822083,-0.02690519,9.82196853,-0.01207780,-0.01407681,0.01267516
0.22000000,-0.02905318,-0.03171803,9.74838244,0.01388779,0.01120513,-0.00760595
0.22250000,-0.06843564,0.05824154,9.80579331,-0.00444927,-0.00809861,-0.01165041
0.22500000,0.02935045,0.00365723,9.71034761,-0.01087878,-0.00377937,-0.01105113
0.22750000,-0.00281584,-0.09708378,9.75269292,0.00502671,0.00200425,-0.00737333
0.23000000,-0.01728396,-0.01675460,9.80269317,0.00298655,0.00592403,-0.00331911
0.23250000,0.05969902,0.06921566,9.82593379,-0.01030051,-0.01954065,-0.00269742
0.23500000,0.04626394,0.03457331,9.78291995,0.00168240,0.02050284,-0.01563925
0.23750000,0.04381752,0.05034254,9.75637781,-0.00066128,0.00587651,-0.00457909
0.24000000,0.04294659,-0.02868684,9.82915370,-0.00023444,0.00910943,0.00787102
0.24250000,0.00687532,0.06729440,9.77690591,-0.00091124,0.01438967,-0.00257765
0.24500000,0.06822046,0.09478690,9.79283213,-0.01745286,-0.00561474,-0.02119386
0.24750000,0.00400300,-0.02578207,9.75398580,0.00486396,0.00217045,-0.01060717
0.25000000,-0.00442203,-0.00507944,9.86501548,0.00225671,-0.00875791,-0.00524942
0.25250000,0.07702670,-0.03097332,9.78599380,0.00181364,-0.01604964,-0.00274442
0.25500000,-0.08132660,-0.02982563,9.87179117,-0.00306438,-0.00358037,-0.00363109
0.25750000,-0.03209301,0.01814964,9.78567676,0.00118887,0.00018550,-0.00702352
0.26000000,0.03230060,0.02515032,9.84988414,0.00608365,-0.01366283,-0.01386307
0.26250000,0.08427876,-0.07332135,9.76286749,-0.00028446,-0.00125896,0.01292343
0.26500000,0.01885246,-0.01904063,9.81535984,-0.00010040,0.00979500,0.02177066
0.26750000,-0.05180164,-0.04697704,9.71839500,0.00520567,-0.00890226,0.00161039
0.27000000,-0.03529510,-0.03790804,9.77502547,-0.00392577,0.00671409,0.00278738
0.27250000,0.03187248,0.00155732,9.82554400,0.00571754,-0.01626805,0.01198663
0.27500000,-0.06640179,0.09994389,9.86269383,-0.00191850,-0.01539220,-0.00552026
0.27750000,-0.05637249,0.00960842,9.78012052,0.00827017,-0.00877843,-0.01287840
0.28000000,0.01881815,-0.07950053,9.78409056,-0.00878659,-0.00939077,0.01512075
0.28250000,0.12655389,0.00231719,9.78876391,-0.00560421,0.00123050,0.00124806
0.28500000,0.04461057,-0.01111179,9.87387006,-0.00354888,-0.00043736,-0.00222604
0.28750000,-0.02640248,-0.11468015,9.83258799,0.01646762,-0.00218371,-0.00258225
0.29000000,-0.04032651,0.00738630,9.78113529,0.00041351,0.00289339,0.00230661
0.29250000,-0.01017044,0.04136967,9.76342878,-0.00918542,-0.00067582,0.00809688
0.29500000,-0.07524916,0.04116574,9.69793898,0.00704389,-0.00319414,-0.00379724
0.29750000,0.03975506,-0.02354037,9.74546890,0.00466981,-0.00624136,-0.00688753
0.30000000,-0.06318364,0.03501149,9.79207119,-0.00586930,-0.00185903,-0.00258031
0.30250000,0.01603607,0.04998091,9.79112731,-0.00549660,-0.00477197,0.00741549
0.30500000,0.04826358,0.03301589,9.86581995,-0.00724015,-0.01320654,-0.01741056
0.30750000,-0.02754948,-0.01724231,9.79288022,-0.01343082,-0.00392163,0.00863377
0.31000000,0.06422395,-0.06900214,9.83572902,-0.00719273,-0.01118803,-0.00345279
0.31250000,0.02605303,-0.11856998,9.86635284,0.00565944,0.00786798,-0.00780579
0.31500000,0.01820061,0.03507852,9.77328886,0.00885362,0.00194207,0.00607505
0.31750000,-0.05209624,-0.00177768,9.78396823,0.00901650,-0.01714370,-0.01170238
0.32000000,0.03470435,0.07833283,9.79153032,0.00938870,0.00092377,0.00223777
0.32250000,0.03235738,-0.06808938,9.79928320,0.00081873,0.00454061,-0.01488590
0.32500000,-0.04215044,0.02970626,9.88240743,-0.02178413,-0.00854887,-0.00631714
0.32750000,0.12134884,0.07044842,9.78102611,-0.00721574,0.00017313,-0.00599520
0.33000000,0.02948360,0.05706124,9.77327385,0.00067072,-0.01635870,0.01242958
0.33250000,-0.00062405,-0.09105232,9.73145840,-0.00342653,-0.01668862,-0.01844727
0.33500000,-0.00992738,0.06228717,9.78169658,-0.00641229,0.01632592,0.00017462
0.33750000,-0.02649270,-0.08400899,9.85053709,-0.00629278,-0.00419756,-0.02373544
0.34000000,-0.01394445,0.02903237,9.72107249,-0.01886775,-0.01050084,0.00872129
0.34250000,0.07315406,-0.04418772,9.83984739,0.00080993,0.00770106,-0.01107043
0.34500000,-0.03015222,-0.00160800,9.77346994,-0.00953867,-0.00381965,0.00397259
0.34750000,0.02979243,-0.03590467,9.74949867,-0.00410892,0.01012965,0.00489855
0.35000000,-0.00076423,-0.04686261,9.77203069,0.00694948,0.00254363,-0.01028667
0.35250000,-0.05298191,-0.01684932,9.81612288,-0.01113855,0.00694485,0.00299791
0.35500000,0.02983910,-0.08613778,9.79296724,0.01159741,0.00364159,-0.00102491
0.35750000,-0.05384537,-0.00010819,9.82186499,-0.00245711,-0.00071443,0.00040333
0.36000000,-0.04534361,0.01642252,9.77281091,0.00064381,0.00457796,0.00736728
0.36250000,0.03400837,0.08223035,9.88340343,-0.00160158,0.00901433,0.00151468
0.36500000,0.05861736,0.02793078,9.87778103,0.00120633,0.01340760,-0.02059216
0.36750000,0.00868906,0.00704262,9.77910957,-0.01022989,-0.00399842,-0.00832873
0.37000000,-0.01491389,0.04385652,9.75565037,0.00841370,-0.00835557,-0.00048478
0.37250000,-0.01342370,0.03744137,9.84017372,-0.00252171,0.01658337,-0.00637942
0.37500000,0.08647013,0.00922571,9.78755491,-0.00474157,-0.00642645,-0.01543541
0.37750000,-0.03076388,0.07096993,9.78647679,-0.00300930,-0.00426057,0.02333267
0.38000000,-0.01649092,0.06470701,9.80103563,0.00403781,-0.00393880,-0.00006284
0.38250000,-0.08818699,0.01070065,9.83067522,-0.00998473,-0.00628809,-0.00859998
0.38500000,0.08337700,0.02503112,9.80564379,-0.01338203,0.01455397,0.01502806
0.38750000,0.10035283,0.00718991,9.79728196,0.00166287,-0.00696620,0.00321330
0.39000000,-0.04484588,-0.01063442,9.80535994,0.01123690,-0.00870392,-0.01532246
0.39250000,-0.07680385,-0.06853262,9.85466900,-0.00047646,0.00832823,0.00299228
0.39500000,0.12997293,0.00650791,9.84762697,-0.00057773,0.00154313,0.00021568
0.39750000,-0.08747090,0.04809015,9.78119288,0.01026247,-0.01658920,0.00094987
0.40000000,0.04673553,-0.00131549,9.85537224,-0.00454653,0.00972515,-0.00267765
0.40250000,-0.09638498,-0.04931763,9.79327410,-0.01055506,-0.01107560,-0.01132111
0.40500000,0.06077627,0.00632962,9.86542287,-0.02799092,0.01496723,0.00233411
0.40750000,0.00140458,-0.04603006,9.81764749,-0.00017031,0.01382642,0.00107463
0.41000000,0.12023205,-0.00877215,9.78907836,0.00761464,0.00194712,-0.00989559
0.41250000,-0.01672423,-0.07257515,9.84171602,0.01712646,-0.01025259,-0.01765178
0.41500000,0.04215570,0.04388191,9.69871569,0.01025236,-0.00028341,0.00517544
0.41750000,-0.02211377,0.04984077,9.79624747,0.00265956,-0.00483564,0.00723851
0.42000000,-0.05709370,0.02411171,9.80823520,0.02081003,-0.01521212,-0.01597717
0.42250000,-0.01670203,-0.04133518,9.84102273,-0.01162923,-0.00678390,0.00190961
0.42500000,-0.06861601,0.05843820,9.79351054,-0.01115049,-0.00909753,-0.00302592
0.42750000,-0.06653685,-0.05534884,9.90318564,-0.01538441,-0.00643180,-0.00371663
0.43000000,0.16355817,0.01969287,9.86900355,-0.02070526,0.01924779,-0.01335309
0.43250000,-0.04054615,0.02497973,9.77962614,-0.00832576,-0.01818368,-0.00103221
0.43500000,0.01288741,-0.02708572,9.72068775,-0.00884753,0.00800117,0.00280925
0.43750000,0.00777505,0.09805475,9.81978250,0.01369965,-0.00801641,-0.00535349
0.44000000,0.01503378,0.03152390,9.80608324,-0.00089462,-0.01543448,-0.00501963
0.44250000,0.04494730,-0.03911960,9.76196556,-0.00354478,-0.01240318,-0.00148379
0.44500000,-0.01710543,-0.00696834,9.80487865,-0.00053079,-0.00903569,0.00031337
0.44750000,-0.04415070,-0.01634043,9.78592269,0.01213054,-0.00825469,-0.00545598
0.45000000,-0.00807885,-0.00472775,9.73728693,-0.00564763,-0.00481736,-0.00720411
0.45250000,-0.00847803,-0.01849491,9.73408744,-0.00986597,0.00168896,-0.00178155
0.45500000,0.01019265,0.02479187,9.84978924,-0.00873066,-0.00134377,0.02213677
0.45750000,0.04031609,-0.03893191,9.77666533,-0.00156125,-0.00813775,-0.02000664
0.46000000,-0.00092212,-0.03443615,9.80517391,0.00045708,0.02072848,0.00314695
0.46250000,-0.08791426,0.02745659,9.86448066,0.01123008,-0.02897934,-0.00513784
0.46500000,-0.02766408,-0.03664585,9.89724936,-0.00148756,0.01123957,-0.00353415
0.46750000,0.04354757,0.11148299,9.79188676,0.00618038,-0.00645293,0.00702677
0.47000000,0.01910582,0.05408220,9.84612006,-0.00328193,0.01593162,-0.00134746
0.47250000,0.02148363,-0.00623722,9.74720098,-0.00569286,0.02633021,-0.00083708
0.47500000,-0.00596177,0.04907895,9.82430281,0.00561433,0.00557423,0.02284031
0.47750000,0.00488643,0.02977260,9.72519682,-0.01936573,0.00164799,-0.01830926
0.48000000,-0.02059857,0.02627150,9.78235404,-0.00108416,0.00838177,0.01502393
0.48250000,0.05535011,-0.02564769,9.82893949,0.01039656,-0.00319757,0.00653151
0.48500000,0.05708607,-0.01376527,9.71982368,-0.01858226,-0.00256482,-0.00527858
0.48750000,0.02309071,0.01655293,9.87084320,0.00134209,-0.00608035,0.00254580
0.49000000,0.10628508,0.04137496,9.68987432,0.00310270,0.00260753,0.00250815
0.49250000,0.05819513,-0.05225592,9.72939472,0.00499566,0.00352508,-0.00158931
0.49500000,-0.03346733,-0.01306711,9.79800345,-0.01729568,-0.00216043,-0.00266501
0.49750000,-0.04169156,0.05184025,9.83835553,-0.00906839,0.00017331,-0.00364308
0.50000000,-0.03411775,0.05407618,9.81518937,0.01290912,-0.00528610,0.01312187
0.50250000,0.02776768,-0.01028874,9.86788550,0.00365271,-0.00619267,0.00405098
0.50500000,0.00270936,-0.00823015,9.78986930,0.00145368,0.00114193,0.01015710
0.50750000,-0.04732775,0.04053118,9.72254137,-0.00772948,0.01916524,0.01746854
0.51000000,-0.02720534,0.03089083,9.74492857,0.00458920,0.00384579,-0.00274224
0.51250000,-0.02798984,0.01814962,9.71087215,0.00493781,0.00710607,-0.00278049
0.51500000,0.06446185,-0.05285785,9.85788761,-0.00038926,0.01139606,0.00149628
0.51750000,-0.05041727,-0.00740477,9.76014997,0.01138402,0.01793629,-0.00174811
0.52000000,0.07278581,-0.02235544,9.82186592,0.01660926,0.01254958,-0.01415442
0.52250000,0.05527415,0.04640599,9.71053979,0.01414382,0.00347289,0.02544811
0.52500000,-0.00399313,-0.00363821,9.80413813,-0.01213323,-0.00151944,0.00122411
0.52750000,0.01740131,-0.09769644,9.69704782,-0.00235595,-0.00119828,0.00229585
0.53000000,-0.02841247,-0.00327901,9.82855952,0.00089940,0.00455318,-0.00308169
0.53250000,-0.06297350,0.01703200,9.72425379,-0.01272886,-0.00483280,0.00161555
0.53500000,-0.00341140,-0.06169962,9.90617423,-0.01081012,-0.00304070,0.00910770
0.53750000,0.00749890,-0.00894718,9.85134016,-0.00007989,-0.01138540,0.01991496
0.54000000,0.00150388,-0.05261087,9.88643580,-0.00785816,-0.00599601,-0.01009550
0.54250000,0.07303451,-0.07372941,9.83101766,0.01786769,0.00147285,-0.00516895
0.54500000,-0.00113264,0.02872262,9.75134207,0.00350773,-0.00770622,-0.00063346
0.54750000,-0.02515287,0.03776747,9.89110776,-0.01333200,-0.00032347,0.00803594
0.55000000,-0.02401874,0.00512343,9.87893660,-0.01337974,0.00356618,0.01115923
0.55250000,0.01478825,0.00313178,9.85387525,0.00206963,0.00663384,0.01750585
0.55500000,-0.03591122,-0.03313533,9.66269665,-0.00666863,0.01945861,-0.00863671
0.55750000,0.01158443,-0.03360037,9.79070139,0.00594012,0.00581847,-0.01343635
0.56000000,0.01713724,0.05519611,9.84733798,-0.00027899,0.00872429,0.00233335
0.56250000,-0.03496338,0.05592812,9.84504448,0.01053775,0.00293767,-0.00280066
0.56500000,-0.01125777,0.06162557,9.75614117,0.01551961,-0.01282294,-0.00276191
0.56750000,-0.00050265,-0.03267153,9.75166321,0.01781493,-0.02290808,0.00648562
0.57000000,-0.04899019,-0.04726604,9.84523637,0.00165843,-0.01047232,-0.01093983
0.57250000,0.06605178,0.00841882,9.80824298,-0.00361754,0.00590801,0.00133755
0.57500000,0.01669989,-0.05802841,9.90495664,-0.01692126,-0.01180383,-0.01007023
0.57750000,0.06579698,0.04326442,9.81953074,-0.01682666,-0.00016367,-0.02527047
0.58000000,-0.07677212,0.04450847,9.73229894,-0.00865439,-0.00176860,-0.00037740
0.58250000,-0.14554866,0.07165636,9.90320782,-0.00654872,-0.00417924,-0.01664020
0.58500000,0.01272158,0.00016101,9.82963884,0.00519963,-0.00376170,-0.00598824
0.58750000,-0.00158357,0.06762356,9.80644231,0.00306383,-0.00642220,0.01405207
0.59000000,0.00314609,-0.03581056,9.86147930,0.00153359,-0.00434580,-0.02495078
0.59250000,0.08786171,-0.02146912,9.71302452,0.00216361,0.00170899,-0.00266403
0.59500000,-0.02120070,-0.02312483,9.86875718,0.00775603,-0.01121191,-0.01519334
0.59750000,0.03533944,-0.00935120,9.73645416,-0.00588009,-0.00592698,-0.01100867
0.60000000,0.01999969,-0.03398095,9.73733891,-0.01734374,0.00254007,0.00979167
0.60250000,-0.12680418,-0.03259861,9.86953179,0.00477977,-0.00939579,0.01423988
0.60500000,0.05082308,0.02401901,9.86388296,-0.00058564,0.01775269,0.00317345
0.60750000,0.04491595,0.03933915,9.90810865,-0.00619609,-0.01097835,-0.01540557
0.61000000,0.01128766,-0.03488354,9.79942166,0.01926584,-0.00492878,-0.00105099
0.61250000,-0.06701512,0.00676847,9.75634179,0.00032572,-0.00449399,-0.00944192
0.61500000,-0.12192672,0.05215810,9.84019349,0.00993116,0.00331330,-0.00567119
0.61750000,0.03652642,-0.04342929,9.78854820,-0.00670622,-0.00693768,-0.00786658
0.62000000,-0.01773041,0.03182096,9.81573418,-0.00167935,-0.00112669,-0.02044503
0.62250000,0.08226363,0.05114722,9.81910063,-0.00972248,-0.01261559,0.00974934
0.62500000,0.07393139,-0.08935999,9.91237857,0.01553769,0.02744811,-0.00702687
0.62750000,-0.07176368,-0.04694357,9.83233743,-0.02184858,-0.00514401,0.00400947
0.63000000,0.05236700,-0.01780283,9.81932401,0.00053379,-0.00254928,0.00178907
0.63250000,0.00546178,0.07645637,9.83934551,0.01793035,0.00875533,0.00684698
0.63500000,0.02687897,-0.09484017,9.81995940,-0.03515922,-0.00120280,0.00285315
0.63750000,-0.02817492,0.05726120,9.80528849,-0.00911165,0.01205265,-0.01455880
0.64000000,-0.00634378,-0.05325157,9.81932062,-0.00141625,-0.00022060,0.01505690
0.64250000,0.03229324,0.02342444,9.83907405,-0.01152449,0.01180682,-0.00121807
0.64500000,0.08089641,-0.09668084,9.78705609,0.00017439,-0.00009706,0.00589887
0.64750000,-0.02429809,-0.10598396,9.75563800,-0.00879189,0.00647660,0.00174745
0.65000000,-0.00964594,0.02353814,9.82785748,-0.00166737,-0.00156257,0.01030798
0.65250000,0.00661277,0.00904314,9.87485043,0.00513949,0.00183504,0.00435792
0.65500000,-0.03622007,0.02504780,9.66388830,0.00993321,0.00992981,0.00845762
0.65750000,-0.00930253,0.00521514,9.81610205,-0.01176777,-0.02720047,0.00412031
0.66000000,-0.06837827,0.04394648,9.79298254,-0.01651600,-0.00256832,-0.00287030
0.66250000,-0.05703820,0.00833916,9.85862078,-0.00911905,-0.00185672,-0.00855905
0.66500000,0.06655860,0.04118001,9.82159637,0.00358299,0.00178504,0.00186221
0.66750000,-0.01763376,0.03027657,9.79862054,0.00770352,-0.01395971,0.01456585
0.67000000,-0.00199451,0.11623699,9.76180881,0.00277213,0.00813745,-0.00341977
0.67250000,-0.12931875,-0.07056904,9.76320819,0.00997159,-0.01282722,-0.00313256
0.67500000,0.01460295,-0.01025636,9.73392683,0.00599344,0.00695604,0.01646769
0.67750000,0.01348412,-0.00595536,9.92910082,0.01778182,0.00646098,0.00867775
0.68000000,-0.04712317,0.00790233,9.74971601,-0.00725083,-0.00447177,0.00432564
0.68250000,-0.00845810,-0.05391809,9.79954015,-0.00203743,0.01368631,0.00237933
0.68500000,-0.06841683,-0.00069373,9.86112750,0.01069056,0.01664089,-0.00156190
0.68750000,-0.06631295,0.01634112,9.67483915,-0.00458966,0.00061816,0.01497745
0.69000000,0.03243581,-0.05451606,9.68222993,-0.00410188,0.00231248,-0.01379603
0.69250000,0.02140039,0.01099366,9.87365919,-0.01523461,-0.00586882,0.00379324
0.69500000,-0.03358047,-0.02910959,9.84136820,-0.00911379,0.01480313,-0.00171170
0.69750000,-0.01456063,-0.08214155,9.74863779,-0.00551078,0.01100721,-0.00145378
0.70000000,-0.01057490,0.01496250,9.86382504,0.00911975,0.01643751,0.01611834
0.70250000,0.04384571,0.03246503,9.82240457,-0.01136478,-0.00652935,-0.00468064
0.70500000,0.04213686,-0.02410864,9.80997436,0.01595170,-0.00415067,-0.00340968
0.70750000,-0.05384426,0.08374192,9.86757453,0.00624095,0.01590651,0.00305553
0.71000000,-0.00131923,0.14258485,9.82570180,-0.00338048,-0.01730550,0.00655709
0.71250000,0.02276737,-0.04676206,9.85565087,-0.00350407,-0.01899382,0.00991034
0.71500000,-0.00801801,0.05544767,9.78525163,0.00534498,0.02116764,-0.00444724
0.71750000,-0.00998564,-0.06628384,9.87410524,-0.01276030,0.00438818,0.00385915
0.72000000,-0.05932018,-0.01196323,9.72041781,-0.02603493,-0.00554962,-0.01743225
0.72250000,0.01844549,-0.04609691,9.72171746,-0.00764164,0.00120992,0.00239046
0.72500000,0.03022697,0.01065098,9.72757470,0.00337757,0.00320697,-0.02316045
0.72750000,-0.03038016,0.07291003,9.76535553,0.00962159,-0.00483147,0.01297426
0.73000000,0.07439128,-0.01304482,9.75291745,-0.00496417,0.00559126,-0.00060423
0.73250000,-0.01370433,0.03228131,9.80563887,-0.02607577,0.00036556,0.00079509
0.73500000,0.04891859,0.02375841,9.76352395,-0.01402808,0.01088304,0.01109139
0.73750000,-0.09934881,0.00023010,9.85164038,-0.00598318,0.00378020,-0.02467450
0.74000000,-0.03344135,-0.01608875,9.80825921,-0.01265873,0.00727645,-0.00258292
0.74250000,-0.03585349,0.03993808,9.79425492,0.02667365,-0.02007641,0.00074048
0.74500000,0.02956102,-0.01810084,9.84988703,-0.00835743,0.01402999,-0.00099480
0.74750000,0.02486865,0.00512177,9.88122031,0.01318799,0.00398413,0.00484859
0.75000000,0.03520958,0.03802447,9.75405370,0.00877732,0.00526919,-0.00127770
0.75250000,0.05291946,-0.00109840,9.88439594,0.01804187,-0.00760325,-0.01444006
0.75500000,0.06277036,-0.07131890,9.82884882,0.01052386,0.00622984,0.01405699
0.75750000,0.01529032,-0.03147007,9.78639065,0.00434160,-0.01759346,-0.01018127
0.76000000,0.01464090,-0.01442573,9.81714943,-0.00489244,0.00625575,-0.00410709
0.76250000,-0.01327394,0.02551542,9.87826032,0.02015328,0.00185776,0.00332814
0.76500000,0.06480645,0.02871608,9.81440289,-0.01108927,-0.00332521,-0.01051732
0.76750000,-0.02479128,0.04637735,9.73442571,0.00343669,0.02185989,0.00696551
0.77000000,-0.06262319,0.00409159,9.82826942,0.01192095,-0.00927258,0.00818670
0.77250000,0.00502007,-0.01378466,9.74321283,-0.00555370,0.01224839,0.00774940
0.77500000,0.01659350,0.06083247,9.82574073,-0.00137806,-0.01258233,-0.00153670
0.77750000,-0.07697609,-0.05616052,9.86863137,0.01867137,-0.00394982,0.00263227
